,Year_bp,StateAbbr_bp,StateDesc_bp,CityName_bp,GeographicLevel_bp,Category_bp,UniqueID_bp,Measure_bp,PopulationCount_bp,GeoLocation_bp,MeasureId_bp,Census Tract,Lat_bp,Lng_bp,Year_chol,StateAbbr_chol,StateDesc_chol,CityName_chol,GeographicLevel_chol,Category_chol,UniqueID_chol,Measure_chol,PopulationCount_chol,GeoLocation_chol,MeasureId_chol,Lat_chol,Lng_chol,Year_dbt,StateAbbr_dbt,StateDesc_dbt,CityName_dbt,GeographicLevel_dbt,Category_dbt,UniqueID_dbt,Measure_dbt,PopulationCount_dbt,GeoLocation_dbt,MeasureId_dbt,Lat_dbt,Lng_dbt,Year_obs,StateAbbr_obs,StateDesc_obs,CityName_obs,GeographicLevel_obs,Category_obs,UniqueID_obs,Measure_obs,PopulationCount_obs,GeoLocation_obs,MeasureId_obs,Lat_obs,Lng_obs,Total 18+ Population,Total 18+ Male Population,Total Male 18 to 24 years,Total Male 18 to 24 years Less than 9th grade,"Total Male 18 to 24 years 9th to 12th grade, no diploma",Total Male 18 to 24 years High school graduate,"Total Male 18 to 24 years Some college, no degree",Total Male 18 to 24 years Associate's degree,Total Male 18 to 24 years Bachelor's degree,Total Male 18 to 24 years Graduate or professional degree,Total Male 25 to 34 years,Total Male 25 to 34 years Less than 9th grade,"Total Male 25 to 34 years 9th to 12th grade, no diploma",Total Male 25 to 34 years High school graduate,"Total Male 25 to 34 years Some college, no degree",Total Male 25 to 34 years Associate's degree,Total Male 25 to 34 years Bachelor's degree,Total Male 25 to 34 years Graduate or professional degree,Total Male 35 to 44 years,Total Male 35 to 44 years Less than 9th grade,"Total Male 35 to 44 years 9th to 12th grade, no diploma",Total Male 35 to 44 years High school graduate,"Total Male 35 to 44 years Some college, no degree",Total Male 35 to 44 years Associate's degree,Total Male 35 to 44 years Bachelor's degree,Total Male 35 to 44 years Graduate or professional degree,Total Male 45 to 64 years,Total Male 45 to 64 years Less than 9th grade,"Total Male 45 to 64 years 9th to 12th grade, no diploma",Total Male 45 to 64 years High school graduate,"Total Male 45 to 64 years Some college, no degree",Total Male 45 to 64 years Associate's degree,Total Male 45 to 64 years Bachelor's degree,Total Male 45 to 64 years Graduate or professional degree,Total Male 65 years and over,Total Male 65 years and over Less than 9th grade,"Total Male 65 years and over 9th to 12th grade, no diploma",Total Male 65 years and over High school graduate,"Total Male 65 years and over Some college, no degree",Total Male 65 years and over Associate's degree,Total Male 65 years and over Bachelor's degree,Total Male 65 years and over Graduate or professional degree,Total 18+ Female Population,Total Female 18 to 24 years,Total Female 18 to 24 years Less than 9th grade,"Total Female 18 to 24 years 9th to 12th grade, no diploma",Total Female 18 to 24 years High school graduate,"Total Female 18 to 24 years Some college, no degree",Total Female 18 to 24 years Associate's degree,Total Female 18 to 24 years Bachelor's degree,Total Female 18 to 24 years Graduate or professional degree,Total Female 25 to 34 years,Total Female 25 to 34 years Less than 9th grade,"Total Female 25 to 34 years 9th to 12th grade, no diploma",Total Female 25 to 34 years High school graduate,"Total Female 25 to 34 years Some college, no degree",Total Female 25 to 34 years Associate's degree,Total Female 25 to 34 years Bachelor's degree,Total Female 25 to 34 years Graduate or professional degree,Total Female 35 to 44 years,Total Female 35 to 44 years Less than 9th grade,"Total Female 35 to 44 years 9th to 12th grade, no diploma",Total Female 35 to 44 years High school graduate,"Total Female 35 to 44 years Some college, no degree",Total Female 35 to 44 years Associate's degree,Total Female 35 to 44 years Bachelor's degree,Total Female 35 to 44 years Graduate or professional degree,Total Female 45 to 64 years,Total Female 45 to 64 years Less than 9th grade,"Total Female 45 to 64 years 9th to 12th grade, no diploma",Total Female 45 to 64 years High school graduate,"Total Female 45 to 64 years Some college, no degree",Total Female 45 to 64 years Associate's degree,Total Female 45 to 64 years Bachelor's degree,Total Female 45 to 64 years Graduate or professional degree,Total Female 65 years and over,Total Female 65 years and over Less than 9th grade,"Total Female 65 years and over 9th to 12th grade, no diploma",Total Female 65 years and over High school graduate,"Total Female 65 years and over Some college, no degree",Total Female 65 years and over Associate's degree,Total Female 65 years and over Bachelor's degree,Total Female 65 years and over Graduate or professional degree,GEO_ID_x,Total Households,"Income < $10,000","Income $10,000-$14,999","Income $15,000-$24,999","Income $25,000-$34,999","Income $35,000-$49,999","Income $50,000-$74,999","Income $75,000-$99,999","Income $100,000-$149,999","Income $150,000-$199,999","Income > $200,000",Median Income (dollars),Mean Income (dollars),GEO_ID_y,Total Population,Total Male,Total Female,White Population,Black or African American Population,American Indian and Alaska Native Population,Asian Population,Native Hawaiian and Other Pacific Islander population,Some Other Race Population,GEO_ID
155,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001738,High blood pressure among adults aged >=18 Years,6647,"(30.2186732803, -97.859799421)",BPHIGH,48453001738,30.218673280300003,-97.859799421,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001738,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,6647,"(30.2186732803, -97.859799421)",HIGHCHOL,30.218673280300003,-97.859799421,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001738,Diagnosed diabetes among adults aged >=18 Years,"6,647","(30.2186732803, -97.859799421)",DIABETES,30.218673280300003,-97.859799421,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001738,Obesity among adults aged >=18 Years,"6,647","(30.2186732803, -97.859799421)",OBESITY,30.218673280300003,-97.859799421,5155,2326,113,0,0,17,67,0,29,0,354,19,0,12,122,12,104,85,651,0,48,100,115,0,307,81,943,0,0,0,247,57,348,291,265,0,11,13,42,4,133,62,2829,157,0,10,12,94,29,12,0,354,0,0,20,79,8,227,20,578,0,0,0,66,0,337,175,1262,15,15,98,301,39,486,308,478,0,8,128,130,12,161,39,1400000,2792,1.4,3.4,2.0,2.3,9.6,14.2,18.1,22.2,13.1,13.7,96875,117366,1400000,6839,3212,3627,6530,161,91,376,0,35,1400000
156,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001705,High blood pressure among adults aged >=18 Years,4662,"(30.369711599, -97.7740377256)",BPHIGH,48453001705,30.369711599000002,-97.7740377256,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001705,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4662,"(30.369711599, -97.7740377256)",HIGHCHOL,30.369711599000002,-97.7740377256,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001705,Diagnosed diabetes among adults aged >=18 Years,"4,662","(30.369711599, -97.7740377256)",DIABETES,30.369711599000002,-97.7740377256,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001705,Obesity among adults aged >=18 Years,"4,662","(30.369711599, -97.7740377256)",OBESITY,30.369711599000002,-97.7740377256,3873,1903,82,0,11,18,28,0,25,0,398,0,29,0,70,42,122,135,295,0,0,0,57,0,127,111,772,9,0,28,24,0,425,286,356,0,0,0,42,0,34,280,1970,120,0,14,39,41,0,0,26,292,0,0,18,37,21,75,141,255,0,0,0,38,0,61,156,852,15,0,0,109,34,412,282,451,0,9,23,131,26,86,176,1400000,2167,2.6,1.3,1.8,7.8,5.2,12.5,13.3,16.4,7.1,32.0,109618,173531,1400000,4900,2397,2503,4450,45,55,356,20,14,1400000
157,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002313,High blood pressure among adults aged >=18 Years,4311,"(30.2201787759, -97.7259170867)",BPHIGH,48453002313,30.220178775900003,-97.7259170867,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002313,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4311,"(30.2201787759, -97.7259170867)",HIGHCHOL,30.220178775900003,-97.7259170867,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002313,Diagnosed diabetes among adults aged >=18 Years,"4,311","(30.2201787759, -97.7259170867)",DIABETES,30.220178775900003,-97.7259170867,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002313,Obesity among adults aged >=18 Years,"4,311","(30.2201787759, -97.7259170867)",OBESITY,30.220178775900003,-97.7259170867,3335,1744,263,8,36,79,85,27,28,0,692,35,16,140,264,10,193,34,275,0,12,78,41,47,93,4,443,56,38,101,169,16,24,39,71,0,0,0,16,0,22,33,1591,259,9,15,89,113,0,30,3,659,40,68,219,70,16,207,39,219,57,14,49,47,0,24,28,384,103,21,100,103,0,47,10,70,0,7,16,12,18,17,0,1400000,2068,9.3,7.5,11.6,15.8,23.5,21.8,5.5,2.6,0.5,2.0,40760,44850,1400000,4388,2178,2210,3354,855,68,103,13,150,1400000
158,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001833,High blood pressure among adults aged >=18 Years,7089,"(30.3640068193, -97.6764901387)",BPHIGH,48453001833,30.3640068193,-97.6764901387,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001833,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,7089,"(30.3640068193, -97.6764901387)",HIGHCHOL,30.3640068193,-97.6764901387,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001833,Diagnosed diabetes among adults aged >=18 Years,"7,089","(30.3640068193, -97.6764901387)",DIABETES,30.3640068193,-97.6764901387,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001833,Obesity among adults aged >=18 Years,"7,089","(30.3640068193, -97.6764901387)",OBESITY,30.3640068193,-97.6764901387,7080,3845,356,0,38,126,173,0,19,0,1197,116,288,582,72,66,60,13,808,68,162,362,108,13,46,49,1011,223,195,409,33,34,71,46,473,161,0,51,117,38,79,27,3235,321,0,47,48,179,20,27,0,874,113,198,156,247,82,48,30,477,145,15,83,87,0,129,18,750,51,53,220,199,86,107,34,813,148,42,240,150,112,65,56,1400000,2772,6.1,7.1,9.7,7.0,15.7,21.1,12.7,10.2,6.4,4.0,51952,76994,1400000,9379,5163,4216,5620,1249,154,156,0,2383,1400000
159,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001768,High blood pressure among adults aged >=18 Years,1,"(30.2647464659, -97.9111742179)",BPHIGH,48453001768,30.2647464659,-97.91117421790001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001768,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,1,"(30.2647464659, -97.9111742179)",HIGHCHOL,30.2647464659,-97.91117421790001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001768,Diagnosed diabetes among adults aged >=18 Years,1,"(30.2647464659, -97.9111742179)",DIABETES,30.2647464659,-97.91117421790001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001768,Obesity among adults aged >=18 Years,1,"(30.2647464659, -97.9111742179)",OBESITY,30.2647464659,-97.91117421790001,6540,3164,142,0,13,72,27,0,30,0,342,0,0,76,101,23,130,12,896,0,13,198,136,60,264,225,1298,0,35,163,213,26,569,292,486,0,41,37,66,22,199,121,3376,117,0,0,15,49,35,18,0,620,0,0,84,136,0,227,173,930,0,17,80,97,130,305,301,1196,0,17,102,283,81,507,206,513,28,12,122,74,44,142,91,1400000,3171,0.9,1.3,5.0,3.9,6.3,13.6,13.1,20.6,12.0,23.3,116483,159951,1400000,9182,4271,4911,8620,186,122,508,0,14,1400000
160,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001786,High blood pressure among adults aged >=18 Years,4676,"(30.4336936631, -97.7486832428)",BPHIGH,48453001786,30.433693663099998,-97.74868324280001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001786,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4676,"(30.4336936631, -97.7486832428)",HIGHCHOL,30.433693663099998,-97.74868324280001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001786,Diagnosed diabetes among adults aged >=18 Years,"4,676","(30.4336936631, -97.7486832428)",DIABETES,30.433693663099998,-97.74868324280001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001786,Obesity among adults aged >=18 Years,"4,676","(30.4336936631, -97.7486832428)",OBESITY,30.433693663099998,-97.74868324280001,4318,2255,146,0,0,14,40,0,61,31,851,0,0,22,82,0,523,224,765,18,36,50,109,17,392,143,387,0,0,43,105,32,174,33,106,0,0,25,44,0,13,24,2063,144,0,50,23,71,0,0,0,634,0,0,28,64,78,293,171,489,0,0,81,62,0,190,156,671,12,168,159,215,15,34,68,125,0,0,41,52,0,13,19,1400000,2585,6.8,0.7,4.6,9.8,12.0,20.7,17.4,15.2,10.0,2.7,66175,78873,1400000,5283,2916,2367,3199,181,93,1831,12,245,1400000
161,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000402,High blood pressure among adults aged >=18 Years,2606,"(30.2841414645, -97.7155188107)",BPHIGH,48453000402,30.2841414645,-97.71551881069999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000402,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2606,"(30.2841414645, -97.7155188107)",HIGHCHOL,30.2841414645,-97.71551881069999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000402,Diagnosed diabetes among adults aged >=18 Years,"2,606","(30.2841414645, -97.7155188107)",DIABETES,30.2841414645,-97.71551881069999,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453000402,Obesity among adults aged >=18 Years,"2,606","(30.2841414645, -97.7155188107)",OBESITY,30.2841414645,-97.71551881069999,2884,1284,120,0,5,7,89,5,14,0,417,0,0,36,18,0,291,72,347,0,0,40,37,30,176,64,291,7,7,96,29,49,64,39,109,21,33,33,16,6,0,0,1600,190,0,5,0,104,0,81,0,531,14,48,66,78,11,188,126,292,0,0,15,35,10,88,144,294,7,0,99,63,0,108,17,293,51,14,123,40,0,18,47,1400000,1474,5.8,6.0,8.1,7.7,19.0,20.7,10.2,17.7,0.4,4.3,53796,72391,1400000,3400,1458,1942,2481,848,10,163,29,53,1400000
162,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001911,High blood pressure among adults aged >=18 Years,2825,"(30.2584881046, -97.7858836263)",BPHIGH,48453001911,30.2584881046,-97.78588362629999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001911,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2825,"(30.2584881046, -97.7858836263)",HIGHCHOL,30.2584881046,-97.78588362629999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001911,Diagnosed diabetes among adults aged >=18 Years,"2,825","(30.2584881046, -97.7858836263)",DIABETES,30.2584881046,-97.78588362629999,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001911,Obesity among adults aged >=18 Years,"2,825","(30.2584881046, -97.7858836263)",OBESITY,30.2584881046,-97.78588362629999,2740,1206,59,0,0,17,13,0,29,0,539,0,0,0,40,42,282,175,226,0,0,21,18,11,117,59,313,0,0,8,29,38,128,110,69,0,0,0,0,0,31,38,1534,175,0,11,0,58,8,93,5,753,0,0,51,49,8,448,197,212,0,8,0,16,41,82,65,331,0,20,9,82,22,170,28,63,0,0,0,0,0,40,23,1400000,1758,5.4,2.0,7.1,6.0,10.8,24.9,22.5,11.3,3.8,6.1,68229,87902,1400000,3141,1391,1750,2712,43,19,376,0,52,1400000
163,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001305,High blood pressure among adults aged >=18 Years,5488,"(30.2518891368, -97.755535235)",BPHIGH,48453001305,30.2518891368,-97.755535235,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001305,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,5488,"(30.2518891368, -97.755535235)",HIGHCHOL,30.2518891368,-97.755535235,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001305,Diagnosed diabetes among adults aged >=18 Years,"5,488","(30.2518891368, -97.755535235)",DIABETES,30.2518891368,-97.755535235,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001305,Obesity among adults aged >=18 Years,"5,488","(30.2518891368, -97.755535235)",OBESITY,30.2518891368,-97.755535235,4843,2605,217,0,0,38,111,0,68,0,884,0,0,63,139,23,487,172,398,0,0,24,131,0,149,94,824,0,0,169,71,31,369,184,282,18,22,40,62,0,42,98,2238,57,0,2,47,0,0,8,0,993,0,1,71,117,0,527,277,387,0,0,18,35,52,178,104,598,0,16,52,37,12,314,167,203,59,1,28,17,0,44,54,1400000,2867,8.8,5.5,6.1,5.1,9.8,19.6,8.8,17.1,9.2,9.9,64602,96107,1400000,5681,2972,2709,5207,308,129,67,0,93,1400000
164,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002110,High blood pressure among adults aged >=18 Years,4222,"(30.2741418689, -97.677459415)",BPHIGH,48453002110,30.2741418689,-97.677459415,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002110,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4222,"(30.2741418689, -97.677459415)",HIGHCHOL,30.2741418689,-97.677459415,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002110,Diagnosed diabetes among adults aged >=18 Years,"4,222","(30.2741418689, -97.677459415)",DIABETES,30.2741418689,-97.677459415,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002110,Obesity among adults aged >=18 Years,"4,222","(30.2741418689, -97.677459415)",OBESITY,30.2741418689,-97.677459415,3593,1880,201,0,64,36,64,6,31,0,506,0,47,179,105,32,125,18,331,16,33,84,69,41,61,27,599,143,121,226,56,0,53,0,243,126,39,78,0,0,0,0,1713,159,0,29,54,58,0,0,18,412,0,34,25,130,0,171,52,356,37,9,75,133,11,76,15,521,113,118,117,20,53,50,50,265,83,93,65,0,0,24,0,1400000,1449,17.2,6.1,12.6,12.4,11.6,15.2,14.5,7.2,1.1,2.1,37587,50282,1400000,4540,2285,2255,2464,1245,62,107,0,733,1400000
165,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001746,High blood pressure among adults aged >=18 Years,3916,"(30.1860608718, -97.838251775)",BPHIGH,48453001746,30.1860608718,-97.838251775,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001746,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3916,"(30.1860608718, -97.838251775)",HIGHCHOL,30.1860608718,-97.838251775,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001746,Diagnosed diabetes among adults aged >=18 Years,"3,916","(30.1860608718, -97.838251775)",DIABETES,30.1860608718,-97.838251775,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001746,Obesity among adults aged >=18 Years,"3,916","(30.1860608718, -97.838251775)",OBESITY,30.1860608718,-97.838251775,3449,1532,138,0,7,37,61,0,33,0,412,0,0,57,153,10,159,33,331,0,0,64,65,15,129,58,500,0,36,34,181,25,138,86,151,0,19,12,43,0,25,52,1917,50,0,4,28,7,0,11,0,542,16,6,56,138,0,177,149,353,0,16,15,52,39,128,103,665,17,33,41,202,58,258,56,307,23,63,62,104,28,0,27,1400000,1970,8.8,2.4,6.4,8.0,7.1,17.1,15.0,20.2,10.0,5.1,76667,84259,1400000,4244,2025,2219,3750,190,18,342,0,38,1400000
166,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002411,High blood pressure among adults aged >=18 Years,6161,"(30.2052878132, -97.7488780935)",BPHIGH,48453002411,30.205287813200002,-97.74887809350001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002411,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,6161,"(30.2052878132, -97.7488780935)",HIGHCHOL,30.205287813200002,-97.74887809350001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002411,Diagnosed diabetes among adults aged >=18 Years,"6,161","(30.2052878132, -97.7488780935)",DIABETES,30.205287813200002,-97.74887809350001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002411,Obesity among adults aged >=18 Years,"6,161","(30.2052878132, -97.7488780935)",OBESITY,30.205287813200002,-97.74887809350001,4762,2384,445,41,54,250,83,0,17,0,553,174,127,152,44,9,27,20,462,116,29,177,100,35,5,0,783,307,104,211,92,22,47,0,141,21,5,32,11,37,23,12,2378,507,0,178,99,150,38,42,0,310,31,49,96,42,39,37,16,515,107,37,157,156,6,42,10,801,209,85,176,201,87,43,0,245,22,29,94,37,12,0,51,1400000,1895,10.3,3.1,16.7,16.7,13.6,16.8,13.2,7.7,0.2,1.9,37813,51660,1400000,6828,3370,3458,5258,619,128,11,0,1092,1400000
167,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001603,High blood pressure among adults aged >=18 Years,4405,"(30.2984241639, -97.7564451619)",BPHIGH,48453001603,30.2984241639,-97.7564451619,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001603,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4405,"(30.2984241639, -97.7564451619)",HIGHCHOL,30.2984241639,-97.7564451619,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001603,Diagnosed diabetes among adults aged >=18 Years,"4,405","(30.2984241639, -97.7564451619)",DIABETES,30.2984241639,-97.7564451619,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001603,Obesity among adults aged >=18 Years,"4,405","(30.2984241639, -97.7564451619)",OBESITY,30.2984241639,-97.7564451619,3521,1712,41,0,0,10,24,0,7,0,383,0,14,20,7,0,173,169,416,0,0,13,15,0,152,236,673,0,0,14,49,0,274,336,199,0,0,6,20,6,75,92,1809,72,0,0,21,36,0,15,0,400,0,0,0,13,0,307,80,441,0,0,0,33,0,258,150,654,0,0,0,14,10,397,233,242,0,0,13,26,0,119,84,1400000,1835,1.6,0.7,1.3,3.0,7.6,10.1,8.0,20.1,16.5,31.1,141705,220179,1400000,5075,2504,2571,4840,17,18,194,8,115,1400000
168,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001842,High blood pressure among adults aged >=18 Years,2035,"(30.3755684675, -97.6313378757)",BPHIGH,48453001842,30.3755684675,-97.6313378757,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001842,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2035,"(30.3755684675, -97.6313378757)",HIGHCHOL,30.3755684675,-97.6313378757,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001842,Diagnosed diabetes among adults aged >=18 Years,"2,035","(30.3755684675, -97.6313378757)",DIABETES,30.3755684675,-97.6313378757,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001842,Obesity among adults aged >=18 Years,"2,035","(30.3755684675, -97.6313378757)",OBESITY,30.3755684675,-97.6313378757,7770,3729,417,0,100,145,131,0,41,0,772,65,41,395,126,23,110,12,1322,223,197,424,143,103,190,42,995,162,31,150,268,186,114,84,223,19,0,42,19,27,77,39,4041,552,0,75,265,127,0,85,0,892,42,62,238,158,50,200,142,1209,193,132,246,134,145,309,50,1125,39,42,331,144,224,188,157,263,54,0,89,27,30,63,0,1400000,3246,4.4,0.9,9.9,5.3,14.0,33.2,18.7,7.5,2.7,3.5,57933,72453,1400000,11597,5883,5714,7229,2044,28,905,0,1960,1400000
169,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001817,High blood pressure among adults aged >=18 Years,3616,"(30.3666407346, -97.7346650749)",BPHIGH,48453001817,30.3666407346,-97.7346650749,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001817,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3616,"(30.3666407346, -97.7346650749)",HIGHCHOL,30.3666407346,-97.7346650749,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001817,Diagnosed diabetes among adults aged >=18 Years,"3,616","(30.3666407346, -97.7346650749)",DIABETES,30.3666407346,-97.7346650749,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001817,Obesity among adults aged >=18 Years,"3,616","(30.3666407346, -97.7346650749)",OBESITY,30.3666407346,-97.7346650749,3553,1712,116,0,0,107,0,9,0,0,545,0,0,35,109,28,287,86,348,36,39,15,88,0,99,71,550,15,12,67,94,59,181,122,153,0,0,49,18,0,73,13,1841,139,0,0,63,66,0,10,0,622,0,0,11,164,0,285,162,193,14,0,57,0,17,54,51,426,0,0,76,118,57,93,82,461,104,41,103,38,48,85,42,1400000,2221,6.0,6.0,9.1,8.8,15.0,19.5,12.9,9.6,7.9,5.1,57325,80352,1400000,3982,1899,2083,3493,23,0,334,0,301,1400000
170,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001820,High blood pressure among adults aged >=18 Years,7812,"(30.3718015582, -97.7148159897)",BPHIGH,48453001820,30.3718015582,-97.7148159897,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001820,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,7812,"(30.3718015582, -97.7148159897)",HIGHCHOL,30.3718015582,-97.7148159897,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001820,Diagnosed diabetes among adults aged >=18 Years,"7,812","(30.3718015582, -97.7148159897)",DIABETES,30.3718015582,-97.7148159897,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001820,Obesity among adults aged >=18 Years,"7,812","(30.3718015582, -97.7148159897)",OBESITY,30.3718015582,-97.7148159897,5386,3090,507,101,68,107,202,21,8,0,944,62,196,270,161,54,201,0,636,116,131,224,127,19,0,19,827,107,119,249,241,46,48,17,176,57,0,40,10,0,69,0,2296,308,19,68,43,115,0,63,0,696,26,184,154,181,25,95,31,534,108,70,188,57,65,15,31,525,0,97,173,110,15,74,56,233,85,0,23,79,0,36,10,1400000,2888,11.8,6.5,19.6,11.9,19.5,16.9,6.6,6.2,0.9,0.0,35090,41163,1400000,7425,3874,3551,4360,836,130,163,0,2116,1400000
171,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001811,High blood pressure among adults aged >=18 Years,3546,"(30.3261510878, -97.6850226617)",BPHIGH,48453001811,30.326151087800003,-97.6850226617,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001811,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3546,"(30.3261510878, -97.6850226617)",HIGHCHOL,30.326151087800003,-97.6850226617,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001811,Diagnosed diabetes among adults aged >=18 Years,"3,546","(30.3261510878, -97.6850226617)",DIABETES,30.326151087800003,-97.6850226617,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001811,Obesity among adults aged >=18 Years,"3,546","(30.3261510878, -97.6850226617)",OBESITY,30.326151087800003,-97.6850226617,2652,1404,127,0,44,28,36,19,0,0,519,50,28,198,133,0,80,30,243,50,46,28,76,0,26,17,354,100,28,93,25,12,33,63,161,0,0,62,64,0,22,13,1248,87,0,5,39,20,0,23,0,471,102,17,159,38,0,55,100,143,47,0,36,26,0,34,0,349,130,0,63,84,18,49,5,198,22,25,57,37,0,36,21,1400000,1306,1.1,10.5,19.5,17.5,15.8,12.5,5.6,13.9,3.1,0.4,35787,52849,1400000,3626,2024,1602,1906,503,156,29,0,1061,1400000
